geometry_id,geometry_class,shape,body,spacing_um,height_um,h_over_s,diameter_mm,depth_ratio,pattern,coverage_pct,denticle_scale_um,overlap_pct,U_inf_mps,Re_L,Re_D,u_tau_mps,delta_v_um,s_plus,lg_plus,k_plus,Cf_smooth,Cf_textured,Cd_pressure,Cd_total,DR_friction_pct,DR_net_pct,DR_uncertainty_pp,delta_Re_transition,natural_regime,min_feature_um,manufacturability_index,model_confidence
B-HEX-d2.0-r0.1,dimple,spherical,plate,,,,2.0,0.1,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,33.829018,0.005582,0.005547,0.000125,0.005672,0.625602,-1.614398,2.5,-371230.32432,laminar-transitional,200.0,2.0,moderate
B-HEX-d2.0-r0.1,dimple,spherical,sphere,,,,2.0,0.1,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,37.001528,0.024513,0.011513,0.22004,0.231553,0.587332,52.768469,4.1,-380956.711343,separation-dominated,200.0,2.0,high
B-HEX-d2.0-r0.2,dimple,spherical,plate,,,,2.0,0.2,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,2.17821,0.014464,0.014463,0.001296,0.015759,0.00482,-8.95518,2.5,0.0,laminar,400.0,2.0,low
B-HEX-d2.0-r0.2,dimple,spherical,sphere,,,,2.0,0.2,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,2.484961,0.011676,0.012386,0.400522,0.412908,0.006839,-6.08866,4.1,0.0,separation-dominated,400.0,2.0,low
B-HEX-d2.0-r0.2,dimple,spherical,plate,,,,2.0,0.2,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,8.762365,0.009362,0.009356,0.000839,0.010195,0.065821,-8.894179,2.5,-136690.356428,laminar,400.0,2.0,moderate
B-HEX-d2.0-r0.2,dimple,spherical,sphere,,,,2.0,0.2,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,9.785251,0.013046,0.013746,0.444769,0.458514,0.073105,-5.438143,4.1,-161825.157083,separation-dominated,400.0,2.0,high
B-HEX-d2.0-r0.2,dimple,spherical,plate,,,,2.0,0.2,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,16.121894,0.007923,0.007916,0.00071,0.008626,0.097384,-8.862616,2.5,-263278.809614,laminar,400.0,2.0,moderate
B-HEX-d2.0-r0.2,dimple,spherical,sphere,,,,2.0,0.2,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,17.87475,0.014108,0.014716,0.476283,0.490999,0.09944,-4.409907,4.1,-281418.38001,separation-dominated,400.0,2.0,high
B-HEX-d2.0-r0.2,dimple,spherical,plate,,,,2.0,0.2,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,29.813484,0.006774,0.006768,0.000607,0.007375,0.090828,-8.869172,2.5,-356377.488766,laminar-transitional,400.0,2.0,moderate
B-HEX-d2.0-r0.2,dimple,spherical,sphere,,,,2.0,0.2,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,32.846788,0.01466,0.011893,0.384864,0.396757,0.086092,18.808254,4.1,-367888.394033,separation-dominated,400.0,2.0,high
B-HEX-d2.0-r0.2,dimple,spherical,plate,,,,2.0,0.2,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,67.658035,0.005582,0.00558,0.0005,0.00608,0.040064,-8.919936,2.5,-431184.486481,laminar-transitional,400.0,2.0,moderate
B-HEX-d2.0-r0.2,dimple,spherical,sphere,,,,2.0,0.2,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,74.003056,0.024513,0.012436,0.23636,0.248796,0.034836,49.251301,4.1,-436711.308698,separation-dominated,400.0,2.0,high
B-HEX-d2.0-r0.3,dimple,spherical,plate,,,,2.0,0.3,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,3.267315,0.014464,0.014463,0.002916,0.017379,0.002207,-20.157793,2.5,0.0,laminar,600.0,2.0,low
B-HEX-d2.0-r0.3,dimple,spherical,sphere,,,,2.0,0.3,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,3.727441,0.011676,0.012742,0.412016,0.424758,0.002931,-9.13322,4.1,0.0,separation-dominated,600.0,2.0,low
B-HEX-d2.0-r0.3,dimple,spherical,plate,,,,2.0,0.3,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,13.143548,0.009362,0.009361,0.001887,0.011248,0.015012,-20.144988,2.5,-224419.939804,laminar,600.0,2.0,moderate
B-HEX-d2.0-r0.3,dimple,spherical,sphere,,,,2.0,0.3,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,14.677877,0.013046,0.014107,0.456202,0.470309,0.015777,-8.150383,4.1,-245907.546168,separation-dominated,600.0,2.0,high
B-HEX-d2.0-r0.3,dimple,spherical,plate,,,,2.0,0.3,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,24.182842,0.007923,0.007922,0.001597,0.009519,0.016369,-20.143631,2.5,-328666.445411,laminar,600.0,2.0,moderate
B-HEX-d2.0-r0.3,dimple,spherical,sphere,,,,2.0,0.3,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,26.812126,0.014108,0.014948,0.483383,0.49833,0.015873,-5.968992,4.1,-342827.226885,separation-dominated,600.0,2.0,high
B-HEX-d2.0-r0.3,dimple,spherical,plate,,,,2.0,0.3,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,44.720226,0.006774,0.006773,0.001366,0.008139,0.011223,-20.148777,2.5,-399437.303508,laminar-transitional,600.0,2.0,moderate
B-HEX-d2.0-r0.3,dimple,spherical,sphere,,,,2.0,0.3,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,49.270183,0.01466,0.010577,0.342025,0.352602,0.010134,27.84408,4.1,-407868.377137,separation-dominated,600.0,2.0,high
B-HEX-d2.0-r0.3,dimple,spherical,plate,,,,2.0,0.3,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,101.487053,0.005582,0.005582,0.001125,0.006707,0.003285,-20.156715,2.5,-453045.934955,laminar-transitional,600.0,2.0,moderate
B-HEX-d2.0-r0.3,dimple,spherical,sphere,,,,2.0,0.3,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,111.004583,0.024513,0.013579,0.258011,0.27159,0.002731,44.601904,4.1,-456898.254783,separation-dominated,600.0,2.0,high
B-HEX-d5.0-r0.05,dimple,spherical,plate,,,,5.0,0.05,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,1.361381,0.014464,0.014461,8.1e-05,0.014542,0.01676,-0.54324,2.5,0.0,laminar,250.0,2.0,low
B-HEX-d5.0-r0.05,dimple,spherical,sphere,,,,5.0,0.05,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,1.5531,0.011676,0.012118,0.391902,0.404019,0.025671,-3.804749,4.1,0.0,separation-dominated,250.0,2.0,low
B-HEX-d5.0-r0.05,dimple,spherical,plate,,,,5.0,0.05,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,5.476478,0.009362,0.009314,5.2e-05,0.009367,0.513319,-0.046681,2.5,-22740.383075,laminar,250.0,2.0,moderate
B-HEX-d5.0-r0.05,dimple,spherical,sphere,,,,5.0,0.05,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,6.115782,0.013046,0.013408,0.436174,0.449582,0.607851,-3.384165,4.1,-50189.091357,separation-dominated,250.0,2.0,high
B-HEX-d5.0-r0.05,dimple,spherical,plate,,,,5.0,0.05,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,10.076184,0.007923,0.007838,4.4e-05,0.007882,1.081835,0.521835,2.5,-168351.090212,laminar,250.0,2.0,moderate
B-HEX-d5.0-r0.05,dimple,spherical,sphere,,,,5.0,0.05,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,11.171719,0.014108,0.014353,0.469584,0.483937,1.17285,-2.908331,4.1,-190818.273594,separation-dominated,250.0,2.0,high
B-HEX-d5.0-r0.05,dimple,spherical,plate,,,,5.0,0.05,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,18.633428,0.006774,0.006676,3.8e-05,0.006714,1.441498,0.881498,2.5,-288435.257766,laminar-transitional,250.0,2.0,moderate
B-HEX-d5.0-r0.05,dimple,spherical,sphere,,,,5.0,0.05,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,20.529243,0.01466,0.013305,0.436517,0.449822,1.445354,7.949078,4.1,-304146.168946,separation-dominated,250.0,2.0,high
B-HEX-d5.0-r0.05,dimple,spherical,plate,,,,5.0,0.05,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,42.286272,0.005582,0.005525,3.1e-05,0.005556,1.022988,0.462988,2.5,-394261.065803,laminar-transitional,250.0,2.0,moderate
B-HEX-d5.0-r0.05,dimple,spherical,sphere,,,,5.0,0.05,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,46.25191,0.024513,0.0116,0.222487,0.234087,0.936981,52.25157,4.1,-402442.659752,separation-dominated,250.0,2.0,high
B-HEX-d5.0-r0.1,dimple,spherical,plate,,,,5.0,0.1,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,2.722762,0.014464,0.014454,0.000324,0.014778,0.063732,-2.176268,2.5,0.0,laminar,500.0,2.0,low
B-HEX-d5.0-r0.1,dimple,spherical,sphere,,,,5.0,0.1,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,3.106201,0.011676,0.012554,0.406269,0.418823,0.08721,-7.608282,4.1,0.0,separation-dominated,500.0,2.0,low
B-HEX-d5.0-r0.1,dimple,spherical,plate,,,,5.0,0.1,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,10.952957,0.009362,0.009307,0.00021,0.009516,0.593144,-1.646856,2.5,-186578.47245,laminar,500.0,2.0,moderate
B-HEX-d5.0-r0.1,dimple,spherical,sphere,,,,5.0,0.1,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,12.231564,0.013046,0.013844,0.450489,0.464333,0.639053,-6.776098,4.1,-209834.812313,separation-dominated,500.0,2.0,high
B-HEX-d5.0-r0.1,dimple,spherical,plate,,,,5.0,0.1,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,20.152368,0.007923,0.007865,0.000177,0.008042,0.741889,-1.498111,2.5,-301211.560484,laminar,500.0,2.0,moderate
B-HEX-d5.0-r0.1,dimple,spherical,sphere,,,,5.0,0.1,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,22.343438,0.014108,0.014739,0.480092,0.494831,0.736314,-5.224765,4.1,-317140.770694,separation-dominated,500.0,2.0,high
B-HEX-d5.0-r0.1,dimple,spherical,plate,,,,5.0,0.1,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,37.266855,0.006774,0.006734,0.000152,0.006886,0.584135,-1.655865,2.5,-381703.997215,laminar-transitional,500.0,2.0,moderate
B-HEX-d5.0-r0.1,dimple,spherical,sphere,,,,5.0,0.1,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,41.058486,0.01466,0.011035,0.358738,0.369773,0.539093,24.330216,4.1,-391442.370677,separation-dominated,500.0,2.0,high
B-HEX-d5.0-r0.1,dimple,spherical,plate,,,,5.0,0.1,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,84.572544,0.005582,0.00557,0.000125,0.005695,0.205592,-2.034408,2.5,-444179.323481,laminar-transitional,500.0,2.0,moderate
B-HEX-d5.0-r0.1,dimple,spherical,sphere,,,,5.0,0.1,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,92.50382,0.024513,0.012979,0.247037,0.260017,0.174403,46.962599,4.1,-448719.957604,separation-dominated,500.0,2.0,high
B-HEX-d5.0-r0.2,dimple,spherical,plate,,,,5.0,0.2,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,5.445524,0.014464,0.014459,0.001296,0.015755,0.035256,-8.924744,2.5,-21326.089766,laminar,1000.0,2.0,low
B-HEX-d5.0-r0.2,dimple,spherical,sphere,,,,5.0,0.2,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,6.212402,0.011676,0.013448,0.435003,0.448451,0.0431,-15.220702,4.1,-54065.216483,separation-dominated,1000.0,2.0,low
B-HEX-d5.0-r0.2,dimple,spherical,plate,,,,5.0,0.2,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,21.905913,0.009362,0.009353,0.000839,0.010192,0.099707,-8.860293,2.5,-314167.24293,laminar,1000.0,2.0,moderate
B-HEX-d5.0-r0.2,dimple,spherical,sphere,,,,5.0,0.2,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,24.463128,0.013046,0.014799,0.47898,0.49378,0.097739,-13.547623,4.1,-330296.3622,separation-dominated,1000.0,2.0,high
B-HEX-d5.0-r0.2,dimple,spherical,plate,,,,5.0,0.2,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,40.304736,0.007923,0.007918,0.00071,0.008627,0.074013,-8.885987,2.5,-389636.262682,laminar,1000.0,2.0,moderate
B-HEX-d5.0-r0.2,dimple,spherical,sphere,,,,5.0,0.2,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,44.686876,0.014108,0.015217,0.492332,0.507549,0.067247,-7.929251,4.1,-399369.805435,separation-dominated,1000.0,2.0,high
B-HEX-d5.0-r0.2,dimple,spherical,plate,,,,5.0,0.2,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,74.53371,0.006774,0.006772,0.000607,0.007379,0.034435,-8.925565,2.5,-437133.575227,laminar-transitional,1000.0,2.0,moderate
B-HEX-d5.0-r0.2,dimple,spherical,sphere,,,,5.0,0.2,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,82.116971,0.024433,0.01728,0.328424,0.345704,0.029251,29.255637,4.1,-442605.901715,separation-dominated,1000.0,2.0,high
B-HEX-d5.0-r0.2,dimple,spherical,plate,,,,5.0,0.2,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,169.145088,0.005582,0.005582,0.0005,0.006082,0.006011,-8.953989,2.5,-471288.308725,laminar-transitional,1000.0,2.0,moderate
B-HEX-d5.0-r0.2,dimple,spherical,sphere,,,,5.0,0.2,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,185.007639,0.024513,0.01593,0.302689,0.318619,0.004722,35.008966,4.1,-473685.268529,separation-dominated,1000.0,2.0,high
B-HEX-d5.0-r0.3,dimple,spherical,plate,,,,5.0,0.3,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,8.168287,0.014464,0.014462,0.002916,0.017378,0.010203,-20.149797,2.5,-120299.879356,laminar,1500.0,2.0,low
B-HEX-d5.0-r0.3,dimple,spherical,sphere,,,,5.0,0.3,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,9.318603,0.011676,0.014341,0.463738,0.478079,0.011677,-22.832855,4.1,-150803.917896,separation-dominated,1500.0,2.0,low
B-HEX-d5.0-r0.3,dimple,spherical,plate,,,,5.0,0.3,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,32.85887,0.009362,0.009361,0.001887,0.011248,0.014375,-20.145625,2.5,-367930.552076,laminar,1500.0,2.0,moderate
B-HEX-d5.0-r0.3,dimple,spherical,sphere,,,,5.0,0.3,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,36.694692,0.013046,0.015688,0.507328,0.523016,0.013333,-20.270768,4.1,-380080.658643,separation-dominated,1500.0,2.0,high
B-HEX-d5.0-r0.3,dimple,spherical,plate,,,,5.0,0.3,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,60.457104,0.007923,0.007923,0.001597,0.00952,0.007864,-20.152136,2.5,-423614.097218,laminar,1500.0,2.0,moderate
B-HEX-d5.0-r0.3,dimple,spherical,sphere,,,,5.0,0.3,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,67.030314,0.014108,0.015467,0.500125,0.515592,0.006785,-9.639569,4.1,-430584.781303,separation-dominated,1500.0,2.0,high
B-HEX-d5.0-r0.3,dimple,spherical,plate,,,,5.0,0.3,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,111.800565,0.006774,0.006774,0.001366,0.008139,0.00269,-20.15731,2.5,-457191.987928,laminar-transitional,1500.0,2.0,moderate
B-HEX-d5.0-r0.3,dimple,spherical,sphere,,,,5.0,0.3,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,123.175457,0.01466,0.011614,0.375543,0.387158,0.002176,20.772604,4.1,-460990.971811,separation-dominated,1500.0,2.0,high
B-HEX-d5.0-r0.3,dimple,spherical,plate,,,,5.0,0.3,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,253.717632,0.005582,0.005582,0.001125,0.006707,0.000311,-20.159689,2.5,-480673.910916,laminar-transitional,1500.0,2.0,moderate
B-HEX-d5.0-r0.3,dimple,spherical,sphere,,,,5.0,0.3,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,277.511459,0.014708,0.011333,0.366447,0.37778,0.000234,22.94155,4.1,-482301.60283,separation-dominated,1500.0,2.0,high
B-HEXA-c20,dimple,spherical,plate,,,,2.0,0.05,hexagonal,20.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.544552,0.014464,0.014464,4e-05,0.014504,0.000274,-0.279726,2.5,0.0,laminar,100.0,2.3,low
B-HEXA-c20,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,20.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.62124,0.011676,0.011802,0.381598,0.3934,0.000488,-1.076357,4.1,0.0,separation-dominated,100.0,2.3,low
B-HEXA-c20,dimple,spherical,plate,,,,2.0,0.05,hexagonal,20.0,,,5.0,32017.306652,,0.342095,228.248875,,,2.190591,0.009362,0.009359,2.6e-05,0.009385,0.040564,-0.239436,2.5,0.0,laminar,100.0,2.3,moderate
B-HEXA-c20,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,20.0,,,5.0,,13671.389941,0.38203,204.389234,,,2.446313,0.013046,0.013164,0.425883,0.439047,0.054424,-0.96158,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEXA-c20,dimple,spherical,plate,,,,2.0,0.05,hexagonal,20.0,,,10.0,64034.613304,,0.629421,124.0549,,,4.030474,0.007923,0.00791,2.2e-05,0.007932,0.170394,-0.109606,2.5,0.0,laminar,100.0,2.3,moderate
B-HEXA-c20,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,20.0,,,10.0,,27342.779881,0.697855,111.889674,,,4.468688,0.014108,0.014203,0.460173,0.474376,0.207607,-0.875081,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEXA-c20,dimple,spherical,plate,,,,2.0,0.05,hexagonal,20.0,,,20.0,128069.226609,,1.16396,67.08374,,,7.453371,0.006774,0.006743,1.9e-05,0.006762,0.455135,0.175135,2.5,-98502.285219,laminar-transitional,100.0,2.3,moderate
B-HEXA-c20,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,20.0,,,20.0,,54685.559762,1.282384,60.888753,,,8.211697,0.01466,0.01462,0.475138,0.489758,0.509216,-0.223368,4.1,-121547.484821,separation-dominated,100.0,2.3,high
B-HEXA-c20,dimple,spherical,plate,,,,2.0,0.05,hexagonal,20.0,,,50.0,320173.066522,,2.641463,29.560421,,,16.914509,0.005582,0.005536,1.6e-05,0.005552,0.816218,0.536218,2.5,-271840.65367,laminar-transitional,100.0,2.3,moderate
B-HEXA-c20,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,20.0,,,50.0,,136713.899405,2.889182,27.025911,,,18.500764,0.024513,0.014249,0.272985,0.287234,0.827381,41.410901,4.1,-287240.958659,separation-dominated,100.0,2.3,high
B-HEXA-c80,dimple,spherical,plate,,,,2.0,0.05,hexagonal,80.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.544552,0.014464,0.014464,0.000162,0.014626,0.000831,-1.119169,2.5,0.0,laminar,100.0,2.3,low
B-HEXA-c80,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,80.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.62124,0.011676,0.011928,0.385662,0.397589,0.001478,-2.152698,4.1,0.0,separation-dominated,100.0,2.3,low
B-HEXA-c80,dimple,spherical,plate,,,,2.0,0.05,hexagonal,80.0,,,5.0,32017.306652,,0.342095,228.248875,,,2.190591,0.009362,0.009351,0.000105,0.009456,0.122966,-0.997034,2.5,0.0,laminar,100.0,2.3,moderate
B-HEXA-c80,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,80.0,,,5.0,,13671.389941,0.38203,204.389234,,,2.446313,0.013046,0.013275,0.429944,0.443219,0.164983,-1.920934,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEXA-c80,dimple,spherical,plate,,,,2.0,0.05,hexagonal,80.0,,,10.0,64034.613304,,0.629421,124.0549,,,4.030474,0.007923,0.007882,8.9e-05,0.007971,0.516538,-0.603462,2.5,0.0,laminar,100.0,2.3,moderate
B-HEXA-c80,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,80.0,,,10.0,,27342.779881,0.697855,111.889674,,,4.468688,0.014108,0.014262,0.464044,0.478306,0.629346,-1.710835,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEXA-c80,dimple,spherical,plate,,,,2.0,0.05,hexagonal,80.0,,,20.0,128069.226609,,1.16396,67.08374,,,7.453371,0.006774,0.006681,7.6e-05,0.006756,1.379711,0.259711,2.5,-98502.285219,laminar-transitional,100.0,2.3,moderate
B-HEXA-c80,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,80.0,,,20.0,,54685.559762,1.282384,60.888753,,,8.211697,0.01466,0.014217,0.46688,0.481096,1.543654,1.549167,4.1,-121547.484821,separation-dominated,100.0,2.3,high
B-HEXA-c80,dimple,spherical,plate,,,,2.0,0.05,hexagonal,80.0,,,50.0,320173.066522,,2.641463,29.560421,,,16.914509,0.005582,0.005444,6.3e-05,0.005506,2.47431,1.35431,2.5,-271840.65367,laminar-transitional,100.0,2.3,moderate
B-HEXA-c80,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,80.0,,,50.0,,136713.899405,2.889182,27.025911,,,18.500764,0.024513,0.011452,0.223182,0.234634,2.508149,52.140089,4.1,-287240.958659,separation-dominated,100.0,2.3,high
B-SQUA-c40,dimple,spherical,plate,,,,2.0,0.05,square,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.544552,0.014464,0.014464,8.1e-05,0.014545,0.000406,-0.559594,2.5,0.0,laminar,100.0,2.3,low
B-SQUA-c40,dimple,spherical,sphere,,,,2.0,0.05,square,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.62124,0.011676,0.011854,0.383281,0.395135,0.000722,-1.522198,4.1,0.0,separation-dominated,100.0,2.3,low
B-SQUA-c40,dimple,spherical,plate,,,,2.0,0.05,square,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,2.190591,0.009362,0.009357,5.2e-05,0.009409,0.060032,-0.499968,2.5,0.0,laminar,100.0,2.3,moderate
B-SQUA-c40,dimple,spherical,sphere,,,,2.0,0.05,square,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,2.446313,0.013046,0.013213,0.427565,0.440778,0.080544,-1.359633,4.1,0.0,separation-dominated,100.0,2.3,high
B-SQUA-c40,dimple,spherical,plate,,,,2.0,0.05,square,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,4.030474,0.007923,0.007903,4.4e-05,0.007948,0.252172,-0.307828,2.5,0.0,laminar,100.0,2.3,moderate
B-SQUA-c40,dimple,spherical,sphere,,,,2.0,0.05,square,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,4.468688,0.014108,0.014239,0.461798,0.476037,0.307245,-1.228349,4.1,0.0,separation-dominated,100.0,2.3,high
B-SQUA-c40,dimple,spherical,plate,,,,2.0,0.05,square,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,7.453371,0.006774,0.006728,3.8e-05,0.006766,0.67357,0.11357,2.5,-98502.285219,laminar-transitional,100.0,2.3,moderate
B-SQUA-c40,dimple,spherical,sphere,,,,2.0,0.05,square,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,8.211697,0.01466,0.014518,0.472994,0.487513,0.753607,0.236093,4.1,-121547.484821,separation-dominated,100.0,2.3,high
B-SQUA-c40,dimple,spherical,plate,,,,2.0,0.05,square,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,16.914509,0.005582,0.005514,3.1e-05,0.005546,1.20795,0.64795,2.5,-271840.65367,laminar-transitional,100.0,2.3,moderate
B-SQUA-c40,dimple,spherical,sphere,,,,2.0,0.05,square,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,18.500764,0.024513,0.012422,0.238935,0.251357,1.22447,48.728972,4.1,-287240.958659,separation-dominated,100.0,2.3,high
B-STAG-c60,dimple,spherical,plate,,,,2.0,0.05,staggered,60.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.544552,0.014464,0.014464,0.000121,0.014585,0.000627,-0.839373,2.5,0.0,laminar,100.0,2.3,low
B-STAG-c60,dimple,spherical,sphere,,,,2.0,0.05,staggered,60.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.62124,0.011676,0.011894,0.384573,0.396467,0.001116,-1.864296,4.1,0.0,separation-dominated,100.0,2.3,low
B-STAG-c60,dimple,spherical,plate,,,,2.0,0.05,staggered,60.0,,,5.0,32017.306652,,0.342095,228.248875,,,2.190591,0.009362,0.009354,7.9e-05,0.009432,0.092802,-0.747198,2.5,0.0,laminar,100.0,2.3,moderate
B-STAG-c60,dimple,spherical,sphere,,,,2.0,0.05,staggered,60.0,,,5.0,,13671.389941,0.38203,204.389234,,,2.446313,0.013046,0.013247,0.428856,0.442103,0.124512,-1.664271,4.1,0.0,separation-dominated,100.0,2.3,high
B-STAG-c60,dimple,spherical,plate,,,,2.0,0.05,staggered,60.0,,,10.0,64034.613304,,0.629421,124.0549,,,4.030474,0.007923,0.007893,6.7e-05,0.007959,0.389829,-0.450171,2.5,0.0,laminar,100.0,2.3,moderate
B-STAG-c60,dimple,spherical,sphere,,,,2.0,0.05,staggered,60.0,,,10.0,,27342.779881,0.697855,111.889674,,,4.468688,0.014108,0.014252,0.463025,0.477278,0.474966,-1.492152,4.1,0.0,separation-dominated,100.0,2.3,high
B-STAG-c60,dimple,spherical,plate,,,,2.0,0.05,staggered,60.0,,,20.0,128069.226609,,1.16396,67.08374,,,7.453371,0.006774,0.006703,5.7e-05,0.00676,1.041263,0.201263,2.5,-98502.285219,laminar-transitional,100.0,2.3,moderate
B-STAG-c60,dimple,spherical,sphere,,,,2.0,0.05,staggered,60.0,,,20.0,,54685.559762,1.282384,60.888753,,,8.211697,0.01466,0.014371,0.470124,0.484494,1.164991,0.853801,4.1,-121547.484821,separation-dominated,100.0,2.3,high
B-STAG-c60,dimple,spherical,plate,,,,2.0,0.05,staggered,60.0,,,50.0,320173.066522,,2.641463,29.560421,,,16.914509,0.005582,0.005478,4.7e-05,0.005525,1.867354,1.027354,2.5,-271840.65367,laminar-transitional,100.0,2.3,moderate
B-STAG-c60,dimple,spherical,sphere,,,,2.0,0.05,staggered,60.0,,,50.0,,136713.899405,2.889182,27.025911,,,18.500764,0.024513,0.011765,0.227845,0.239609,1.892892,51.1252,4.1,-287240.958659,separation-dominated,100.0,2.3,high
